experiment_name,plate,address,gene,treatment,SMILES,concentration,perturbation_type,cell_type,Compound,Compound_Category
compound-003,8,Z43,,hydroxyurea,NC(=O)NO,2.5,COMPOUND,HUVEC,hydroxyurea,ribonucleotide reductase inhibitor
compound-001,2,Q03,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,37,AC32,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,10,Z43,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,15,G02,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,46,Q21,,palbociclib,"CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O |c:3,13,15,25,t:6,8,11|",2.5,COMPOUND,HUVEC,palbociclib,CDK inhibitor
compound-003,4,AD35,,bimatoprost,"CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(O)CCC1=CC=CC=C1 |c:27,29,t:25|",10.0,COMPOUND,HUVEC,bimatoprost,prostanoid receptor agonist
compound-004,37,AC42,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,8,V03,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,27,B13,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,48,C33,,valdecoxib,"CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O |c:3,9,11,16,18,t:1,7,14|",2.5,COMPOUND,HUVEC,valdecoxib,cyclooxygenase inhibitor
compound-003,27,H23,,dacarbazine,"CN(C)\N=N\C1=C(N=CN1)C(N)=O |c:7,t:5|",2.5,COMPOUND,HUVEC,dacarbazine,DNA alkylating agent
compound-004,37,I37,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,34,AE36,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,38,D24,,guanfacine,"NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl |c:7,10,12|",2.5,COMPOUND,HUVEC,guanfacine,adrenergic receptor agonist
compound-001,40,E03,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,2,M24,,linezolid,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1 |c:24,t:12,14|",10.0,COMPOUND,HUVEC,linezolid,bacterial 50S ribosomal subunit inhibitor
compound-003,27,Z18,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,5,Q02,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-001,33,Z11,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,34,G31,,cobimetinib,"OC1(CN(C1)C(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1)[C@@H]1CCCCN1 |r,c:8,16,24,t:11,13,21|",10.0,COMPOUND,HUVEC,cobimetinib,MEK inhibitor
compound-004,13,W19,,refametinib,"COC1=C(NS(=O)(=O)C2(C[C@H](O)CO)CC2)C(NC2=CC=C(I)C=C2F)=C(F)C(F)=C1 |c:2,24,31,t:19,21,27|",2.5,COMPOUND,HUVEC,refametinib,MEK inhibitor
compound-004,45,L22,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,33,R14,,levobunolol,"CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O |c:12,14,t:10|",2.5,COMPOUND,HUVEC,levobunolol,adrenergic receptor antagonist
compound-004,30,N24,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,11,Y20,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,47,G28,,blonanserin,"CCN1CCN(CC1)C1=CC(C2=CC=C(F)C=C2)=C2CCCCCCC2=N1 |c:17,28,t:9,12,14,19|",10.0,COMPOUND,HUVEC,blonanserin,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,22,AE36,,meclofenamic-acid,"CC1=CC=C(Cl)C(NC2=C(C=CC=C2)C(O)=O)=C1Cl |c:10,12,17,t:1,3,8|",2.5,COMPOUND,HUVEC,meclofenamic-acid,cyclooxygenase inhibitor|prostanoid receptor antagonist
compound-001,20,E14,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,24,N02,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,19,K40,,refametinib,"COC1=C(NS(=O)(=O)C2(C[C@H](O)CO)CC2)C(NC2=CC=C(I)C=C2F)=C(F)C(F)=C1 |c:2,24,31,t:19,21,27|",2.5,COMPOUND,HUVEC,refametinib,MEK inhibitor
compound-003,35,G15,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,8,L10,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,6,M20,,mitoxantrone,"OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O |c:18,23,26,29,t:7,9|",2.5,COMPOUND,HUVEC,mitoxantrone,topoisomerase inhibitor
compound-003,45,M29,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-002,12,T32,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,12,D18,,clofibrate,"CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1 |c:14,t:9,11|",2.5,COMPOUND,HUVEC,clofibrate,PPAR receptor agonist
compound-003,8,AE35,,fenofibrate,"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1 |c:12,14,24,t:10,19,21|",10.0,COMPOUND,HUVEC,fenofibrate,PPAR receptor agonist
compound-004,19,E22,,refametinib,"COC1=C(NS(=O)(=O)C2(C[C@H](O)CO)CC2)C(NC2=CC=C(I)C=C2F)=C(F)C(F)=C1 |c:2,24,31,t:19,21,27|",10.0,COMPOUND,HUVEC,refametinib,MEK inhibitor
compound-001,28,P21,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,44,L05,,indoprofen,"CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O |c:7,9,16,18,t:5,14|",10.0,COMPOUND,HUVEC,indoprofen,cyclooxygenase inhibitor|prostanoid receptor antagonist
compound-003,2,AE40,,ambrisentan,"COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:8,11,19,21,26,28,t:5,17,24|",2.5,COMPOUND,HUVEC,ambrisentan,endothelin receptor antagonist
compound-003,4,K36,,urapidil,"COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1 |c:4,6,t:2,17|",2.5,COMPOUND,HUVEC,urapidil,adrenergic receptor antagonist
compound-004,45,D42,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,1,E38,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,40,L09,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,36,W06,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,25,D05,,nimodipine,"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C |c:7,12,18,20,t:16|",10.0,COMPOUND,HUVEC,nimodipine,calcium channel blocker
compound-001,13,AB33,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,21,AD34,,febuxostat,"CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N |c:7,9,15,t:5,12|",10.0,COMPOUND,HUVEC,febuxostat,xanthine oxidase inhibitor
compound-003,26,X04,,simvastatin,"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12 |r,c:14,t:12|",2.5,COMPOUND,HUVEC,simvastatin,HMGCR inhibitor
compound-003,3,AA10,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-003,18,O41,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,2,M22,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-004,28,AC21,,ziprasidone,"ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=C1C=CC=C2 |c:10,25,28,30,t:1,3,22|",2.5,COMPOUND,HUVEC,ziprasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-001,33,C45,,phentolamine,"CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1 |c:3,5,19,21,t:1,10,16|",2.5,COMPOUND,HUVEC,phentolamine,adrenergic receptor antagonist
compound-001,42,P23,,metoclopramide,"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC |c:16,t:10,13|",2.5,COMPOUND,HUVEC,metoclopramide,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,18,AA12,,clofoctol,"CC(C)(C)CC(C)(C)C1=CC(CC2=C(Cl)C=C(Cl)C=C2)=C(O)C=C1 |c:12,18,23,t:8,15,20|",2.5,COMPOUND,HUVEC,clofoctol,protein synthesis inhibitor
compound-003,1,C46,,fenbendazole,"COC(=O)NC1=NC2=C(N1)C=C(SC1=CC=CC=C1)C=C2 |c:7,16,18,21,t:5,11,14|",2.5,COMPOUND,HUVEC,fenbendazole,tubulin polymerization inhibitor
compound-003,20,AA15,,erlotinib,"COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2 |c:7,9,21,23,27,29,t:5,19|",10.0,COMPOUND,HUVEC,erlotinib,EGFR inhibitor
compound-003,11,U07,,allopurinol,"O=C1N=CN=C2NNC=C12 |c:2,t:4,8|",10.0,COMPOUND,HUVEC,allopurinol,xanthine oxidase inhibitor
compound-001,26,AC24,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,1,U13,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-001,8,K35,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-002,6,S02,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,4,AC31,,afatinib,"CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1 |a:12,r,c:9,20,31,35,t:18,22,25,28|",2.5,COMPOUND,HUVEC,afatinib,EGFR inhibitor
compound-003,19,P29,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-004,24,B31,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",10.0,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,37,V33,,lomerizine,"COC1=C(OC)C(OC)=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C=C1 |c:2,24,32,35,t:8,19,21,27,29|",2.5,COMPOUND,HUVEC,lomerizine,calcium channel blocker
compound-003,22,H04,,travoprost,"CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC(=CC=C1)C(F)(F)F |r,c:28,30,t:26|",2.5,COMPOUND,HUVEC,travoprost,prostanoid receptor agonist
compound-003,45,Y39,,setiptiline,"CN1CCC2=C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1 |c:4,8,11,14,16,19,21|",10.0,COMPOUND,HUVEC,setiptiline,adrenergic receptor antagonist
compound-004,4,G47,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,32,E26,,tamsulosin,"CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC=C(OC)C(=C1)S(N)(=O)=O |c:5,7,23,t:3,17,19|",2.5,COMPOUND,HUVEC,tamsulosin,adrenergic receptor antagonist
compound-003,5,AD34,,albendazole,"CCCSC1=CC=C2N=C(NC(=O)OC)NC2=C1 |c:17,t:4,6,8|",10.0,COMPOUND,HUVEC,albendazole,tubulin polymerization inhibitor
compound-003,28,S29,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,40,C35,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,35,G08,,levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,2.5,COMPOUND,HUVEC,levetiracetam,calcium channel blocker
compound-002,3,Q06,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-003,32,C28,,propranolol,"CC(C)NC[C@H](O)COC1=CC=CC2=CC=CC=C12 |&1:5,r,c:11,15,t:9,13,17|",2.5,COMPOUND,HUVEC,propranolol,adrenergic receptor antagonist
compound-002,13,V20,,estramustine,"[H][C@@]12CC[C@H](OP([O-])([O-])=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)N(CCCl)CCCl)C=C3 |c:17,37,t:25|",2.5,COMPOUND,HUVEC,estramustine,DNA alkylating agent
compound-004,7,D36,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,37,AA14,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-002,15,Q15,,estramustine,"[H][C@@]12CC[C@H](OP([O-])([O-])=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC(=O)N(CCCl)CCCl)C=C3 |c:17,37,t:25|",2.5,COMPOUND,HUVEC,estramustine,DNA alkylating agent
compound-001,36,G15,,vinburnine,"CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=C4C=CC=C1)C(=O)C2 |a:2,11,r,c:9,15,18,20|",10.0,COMPOUND,HUVEC,vinburnine,adrenergic receptor antagonist
compound-001,31,G46,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-004,6,S21,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
compound-004,41,AC36,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,11,F41,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-001,40,S22,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,31,AD29,,lurasidone,"O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=C1C=CC=C2 |a:2,3,6,8,13,18,r,c:34,37,39,t:31|",10.0,COMPOUND,HUVEC,lurasidone,dopamine receptor antagonist|serotonin receptor antagonist
compound-003,26,T27,,digoxin,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C |a:1,3,5,7,10,11,14,16,17,20,22,25,27,33,35,37,40,50,53,r,t:46|",2.5,COMPOUND,HUVEC,digoxin,ATPase inhibitor
compound-002,1,L19,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,1,O42,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",2.5,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,44,L15,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,48,C35,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-004,6,Q30,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-001,42,Y38,,bosentan,"COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1 |c:4,6,10,16,18,27,29,38,40,t:2,25,36|",2.5,COMPOUND,HUVEC,bosentan,endothelin receptor antagonist
compound-001,11,M10,,bi 2536,"CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O |c:16,18,33,35,t:10,14|",2.5,COMPOUND,HUVEC,BI-2536,PLK inhibitor
compound-003,5,Y37,,lovastatin,"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |c:6,9|",10.0,COMPOUND,HUVEC,lovastatin,HMGCR inhibitor
compound-001,22,Q06,,pd0325901,"OC[C@@H](O)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1 |c:9,17,25,t:12,14,22|",2.5,COMPOUND,HUVEC,PD-0325901,MEK inhibitor
compound-003,7,E45,,flavopiridol,"[H][C@@]1(CCN(C)C[C@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=C(Cl)C=CC=C1 |c:10,13,21,25,28,30,t:18|",2.5,COMPOUND,HUVEC,alvocidib,CDK inhibitor
compound-003,26,M36,,nafronyl,"CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12 |c:21,25,t:19,23,27|",2.5,COMPOUND,HUVEC,naftidrofuryl,adrenergic receptor antagonist
compound-003,17,U44,,birb 796,"CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C |c:3,5,9,11,32,35,37,t:1,18,20|",2.5,COMPOUND,HUVEC,doramapimod,p38 MAPK inhibitor
