broad_id,Compound,Compound_Category,target,Metadata_pert_id_dose,Metadata_mmoles_per_liter
BRD-K64800655,PHA-793887,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CDK7|CDK9,BRD-K64800655_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K65428967,cordycepin,DNA inhibitor,,BRD-K65428967_10.0,10.0
BRD-K65428967,cordycepin,DNA inhibitor,,BRD-K65428967_3.33,3.3333
BRD-K65428967,cordycepin,DNA inhibitor,,BRD-K65428967_1.11,1.1111
BRD-K65928735,AZD1480,JAK inhibitor,JAK1|JAK2|JAK3,BRD-K65928735_10.0,10.0
BRD-K65928735,AZD1480,JAK inhibitor,JAK1|JAK2|JAK3,BRD-K65928735_3.33,3.3333
BRD-K65928735,AZD1480,JAK inhibitor,JAK1|JAK2|JAK3,BRD-K65928735_1.11,1.1111
BRD-K66175015,afatinib,EGFR inhibitor,EGFR|ERBB2|ERBB4,BRD-K66175015_10.0,10.0
BRD-K66175015,afatinib,EGFR inhibitor,EGFR|ERBB2|ERBB4,BRD-K66175015_3.33,3.3333
BRD-K66175015,afatinib,EGFR inhibitor,EGFR|ERBB2|ERBB4,BRD-K66175015_1.11,1.1111
BRD-K66412701,pazufloxacin,DNA inhibitor,,BRD-K66412701_10.0,10.0
BRD-K66412701,pazufloxacin,DNA inhibitor,,BRD-K66412701_3.33,3.3333
BRD-K66412701,pazufloxacin,DNA inhibitor,,BRD-K66412701_1.11,1.1111
BRD-A66419424,ixazomib-citrate,proteasome inhibitor,,BRD-A66419424_10.0,10.0
BRD-A66419424,ixazomib-citrate,proteasome inhibitor,,BRD-A66419424_3.33,3.3333
BRD-A66419424,ixazomib-citrate,proteasome inhibitor,,BRD-A66419424_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-A36057565,bruceantin,protein synthesis inhibitor,,BRD-A36057565_10.0,10.0
BRD-A36057565,bruceantin,protein synthesis inhibitor,,BRD-A36057565_3.33,3.3333
BRD-A36057565,bruceantin,protein synthesis inhibitor,,BRD-A36057565_1.11,1.1111
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_10.0,10.0
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_3.33,3.3333
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_1.11,1.1111
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_10.0,10.0
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_3.33,3.3333
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_1.11,1.1111
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_10.0,10.0
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_3.33,3.3333
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_1.11,1.1111
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_10.0,10.0
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_3.33,3.3333
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_1.11,1.1111
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_10.0,10.0
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_3.33,3.3333
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_1.11,1.1111
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_10.0,10.0
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_3.33,3.3333
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_1.11,1.1111
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_10.0,10.0
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_3.33,3.3333
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_1.11,1.1111
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_10.0,10.0
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_3.33,3.3333
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_1.11,1.1111
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_10.0,10.0
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_3.33,3.3333
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_1.11,1.1111
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_10.0,10.0
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_3.33,3.3333
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_1.11,1.1111
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_10.0,10.0
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_3.33,3.3333
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_1.11,1.1111
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_10.0,10.0
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_3.33,3.3333
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_1.11,1.1111
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_10.0,10.0
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_3.33,3.3333
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K78096648,oxiperomide,dopamine receptor antagonist,,BRD-K78096648_10.0,10.0
BRD-K78096648,oxiperomide,dopamine receptor antagonist,,BRD-K78096648_3.33,3.3333
BRD-K78096648,oxiperomide,dopamine receptor antagonist,,BRD-K78096648_1.11,1.1111
BRD-K77947974,fluspirilene,dopamine receptor antagonist,CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A,BRD-K77947974_10.0,10.0
BRD-K77947974,fluspirilene,dopamine receptor antagonist,CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A,BRD-K77947974_3.33,3.3333
BRD-K77947974,fluspirilene,dopamine receptor antagonist,CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A,BRD-K77947974_1.11,1.1111
BRD-K78113049,enoxacin,DNA inhibitor,TOP2A,BRD-K78113049_10.0,10.0
BRD-K78113049,enoxacin,DNA inhibitor,TOP2A,BRD-K78113049_3.33,3.3333
BRD-K78113049,enoxacin,DNA inhibitor,TOP2A,BRD-K78113049_1.11,1.1111
BRD-K78567475,dolastatin-10,tubulin polymerization inhibitor,TUBB,BRD-K78567475_10.0,10.0
BRD-K78567475,dolastatin-10,tubulin polymerization inhibitor,TUBB,BRD-K78567475_3.33,3.3333
BRD-K78567475,dolastatin-10,tubulin polymerization inhibitor,TUBB,BRD-K78567475_1.11,1.1111
BRD-K78659596,ixazomib,proteasome inhibitor,,BRD-K78659596_10.0,10.0
BRD-K78659596,ixazomib,proteasome inhibitor,,BRD-K78659596_3.33,3.3333
BRD-K78659596,ixazomib,proteasome inhibitor,,BRD-K78659596_1.11,1.1111
BRD-A78723049,cefotetan,bacterial cell wall synthesis inhibitor,,BRD-A78723049_10.0,10.0
BRD-A78723049,cefotetan,bacterial cell wall synthesis inhibitor,,BRD-A78723049_3.33,3.3333
BRD-A78723049,cefotetan,bacterial cell wall synthesis inhibitor,,BRD-A78723049_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K79404599,enzastaurin,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,BRD-K79404599_10.0,10.0
BRD-K79404599,enzastaurin,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,BRD-K79404599_3.33,3.3333
BRD-K79404599,enzastaurin,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,BRD-K79404599_1.11,1.1111
BRD-A79768653,sirolimus,mTOR inhibitor,FKBP1A|MTOR,BRD-A79768653_10.0,10.0
BRD-A79768653,sirolimus,mTOR inhibitor,FKBP1A|MTOR,BRD-A79768653_3.33,3.3333
BRD-A79768653,sirolimus,mTOR inhibitor,FKBP1A|MTOR,BRD-A79768653_1.11,1.1111
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_10.0,10.0
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_3.33,3.3333
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_1.11,1.1111
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_10.0,10.0
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_3.33,3.3333
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_1.11,1.1111
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_10.0,10.0
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_3.33,3.3333
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_1.11,1.1111
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_10.0,10.0
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_3.33,3.3333
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_1.11,1.1111
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_10.0,10.0
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_3.33,3.3333
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_1.11,1.1111
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_10.0,10.0
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_3.33,3.3333
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_1.11,1.1111
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_10.0,10.0
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_3.33,3.3333
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_1.11,1.1111
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_10.0,10.0
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_3.33,3.3333
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_1.11,1.1111
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_10.0,10.0
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_3.33,3.3333
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_1.11,1.1111
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_10.0,10.0
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_3.33,3.3333
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_1.11,1.1111
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_10.0,10.0
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_3.33,3.3333
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_1.11,1.1111
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_10.0,10.0
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_3.33,3.3333
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_1.11,1.1111
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_10.0,10.0
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_3.33,3.3333
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K78096648,oxiperomide,dopamine receptor antagonist,,BRD-K78096648_10.0,10.0
BRD-K78096648,oxiperomide,dopamine receptor antagonist,,BRD-K78096648_3.33,3.3333
BRD-K78096648,oxiperomide,dopamine receptor antagonist,,BRD-K78096648_1.11,1.1111
BRD-K77947974,fluspirilene,dopamine receptor antagonist,CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A,BRD-K77947974_10.0,10.0
BRD-K77947974,fluspirilene,dopamine receptor antagonist,CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A,BRD-K77947974_3.33,3.3333
BRD-K77947974,fluspirilene,dopamine receptor antagonist,CACNG1|DRD2|HRH1|HTR1A|HTR1D|HTR1E|HTR2A,BRD-K77947974_1.11,1.1111
BRD-K78113049,enoxacin,DNA inhibitor,TOP2A,BRD-K78113049_10.0,10.0
BRD-K78113049,enoxacin,DNA inhibitor,TOP2A,BRD-K78113049_3.33,3.3333
BRD-K78113049,enoxacin,DNA inhibitor,TOP2A,BRD-K78113049_1.11,1.1111
BRD-K78567475,dolastatin-10,tubulin polymerization inhibitor,TUBB,BRD-K78567475_10.0,10.0
BRD-K78567475,dolastatin-10,tubulin polymerization inhibitor,TUBB,BRD-K78567475_3.33,3.3333
BRD-K78567475,dolastatin-10,tubulin polymerization inhibitor,TUBB,BRD-K78567475_1.11,1.1111
BRD-K78659596,ixazomib,proteasome inhibitor,,BRD-K78659596_10.0,10.0
BRD-K78659596,ixazomib,proteasome inhibitor,,BRD-K78659596_3.33,3.3333
BRD-K78659596,ixazomib,proteasome inhibitor,,BRD-K78659596_1.11,1.1111
BRD-A78723049,cefotetan,bacterial cell wall synthesis inhibitor,,BRD-A78723049_10.0,10.0
BRD-A78723049,cefotetan,bacterial cell wall synthesis inhibitor,,BRD-A78723049_3.33,3.3333
BRD-A78723049,cefotetan,bacterial cell wall synthesis inhibitor,,BRD-A78723049_1.11,1.1111
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K60230970,MG-132,proteasome inhibitor,PSMB1,BRD-K60230970_20.0,19.999
BRD-K79404599,enzastaurin,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,BRD-K79404599_10.0,10.0
BRD-K79404599,enzastaurin,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,BRD-K79404599_3.33,3.3333
BRD-K79404599,enzastaurin,PKC inhibitor,AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG,BRD-K79404599_1.11,1.1111
BRD-A79768653,sirolimus,mTOR inhibitor,FKBP1A|MTOR,BRD-A79768653_10.0,10.0
BRD-A79768653,sirolimus,mTOR inhibitor,FKBP1A|MTOR,BRD-A79768653_3.33,3.3333
BRD-A79768653,sirolimus,mTOR inhibitor,FKBP1A|MTOR,BRD-A79768653_1.11,1.1111
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_10.0,10.0
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_3.33,3.3333
BRD-K73541271,etofenamate,cyclooxygenase inhibitor,PTGS1|PTGS2,BRD-K73541271_1.11,1.1111
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_10.0,10.0
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_3.33,3.3333
BRD-A20239487,atenolol-(+),adrenergic receptor antagonist,,BRD-A20239487_1.11,1.1111
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_10.0,10.0
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_3.33,3.3333
BRD-K74065929,doramapimod,MAPK inhibitor,MAPK11|MAPK12|MAPK13|MAPK14,BRD-K74065929_1.11,1.1111
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_10.0,10.0
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_3.33,3.3333
BRD-K74339692,tamsulosin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D,BRD-K74339692_1.11,1.1111
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_10.0,10.0
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_3.33,3.3333
BRD-A75172220,hydrocortisone,glucocorticoid receptor agonist,ANXA1|NOS2|NR3C1|NR3C2,BRD-A75172220_1.11,1.1111
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_10.0,10.0
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_3.33,3.3333
BRD-K75699339,rizatriptan,serotonin receptor agonist,HTR1A|HTR1B|HTR1D|HTR1E|HTR1F,BRD-K75699339_1.11,1.1111
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_10.0,10.0
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_3.33,3.3333
BRD-K75844781,mCPP,serotonin receptor agonist,HTR1A|HTR1D|HTR1E|HTR2A|HTR2B|HTR2C|HTR6,BRD-K75844781_1.11,1.1111
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_10.0,10.0
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_3.33,3.3333
BRD-A75726477,clenbuterol,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,BRD-A75726477_1.11,1.1111
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_10.0,10.0
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_3.33,3.3333
BRD-K76022557,(R)-(-)-apomorphine,dopamine receptor agonist,ADRA2A|ADRA2B|ADRA2C|CALY|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A,BRD-K76022557_1.11,1.1111
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_10.0,10.0
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_3.33,3.3333
BRD-K76810206,nicergoline,adrenergic receptor antagonist,ADRA1A,BRD-K76810206_1.11,1.1111
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_10.0,10.0
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_3.33,3.3333
BRD-K76841105,tazarotene,retinoid receptor agonist,RARA|RARB|RARG|RXRB,BRD-K76841105_1.11,1.1111
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_10.0,10.0
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_3.33,3.3333
BRD-K76953762,indoramin,adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2B|ADRA2C,BRD-K76953762_1.11,1.1111
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_10.0,10.0
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_3.33,3.3333
BRD-K76775527,nimesulide,cyclooxygenase inhibitor,LTF|PLA2G2E|PTGS1|PTGS2,BRD-K76775527_1.11,1.1111
